Date,Flow_0h,Flow_1h_P,Flow_2h_P,Rain_1h_P,Rain_2h_P,Level_0h,Level_1h_P,Level_2h_P,Level_2h_F,Level_change
202008050540,5090.544,111.657,288.722,0,0,6.66,0.06,0.12,6.82,0.16
202008050550,5118.444,127.581,274.658,0.4,0.4,6.68,0.07,0.12,6.83,0.15
202008050600,5146.176,123.72,260.623,0.4,0.4,6.69,0.07,0.13,6.84,0.15
202008050610,5177.246,113.005,249.307,0.6,0.6,6.7,0.07,0.13,6.85,0.15
202008050620,5206.424,105.56,235.224,0.8,0.8,6.72,0.08,0.15,6.86,0.14
202008050630,5207.24,99.944,219.888,0.8,0.8,6.72,0.07,0.13,6.88,0.16
202008050640,5227.447,87.268,198.925,1.2,1.2,6.74,0.08,0.14,6.89,0.15
202008050650,5254.746,80.502,208.083,0.8,1.2,6.75,0.07,0.14,6.92,0.17
202008050700,5275.84,72.459,196.179,1.8,2.2,6.76,0.07,0.14,6.94,0.18
202008050710,5297.19,62.609,175.614,3.2,3.8,6.78,0.08,0.15,6.95,0.17
202008050720,5318.081,56.392,161.952,4.4,5.2,6.79,0.07,0.15,6.97,0.18
202008050730,5334.821,47.311,147.255,5.6,6.4,6.8,0.08,0.15,6.99,0.19
202008050740,5351.167,46.215,133.483,6.4,7.6,6.82,0.08,0.16,7.02,0.2
202008050750,5367.751,43.005,123.507,7.2,8,6.83,0.08,0.15,7.05,0.22
202008050800,5381.4,40.954,113.413,7.4,9.2,6.84,0.08,0.15,7.08,0.24
202008050810,5397.134,41.212,103.821,7.6,10.8,6.85,0.07,0.15,7.12,0.27
202008050820,5405.349,40.906,97.298,9,13.4,6.86,0.07,0.14,7.15,0.29
202008050830,5415.323,47.316,94.627,10.8,16.4,6.88,0.08,0.16,7.18,0.3
202008050840,5423.626,103.825,150.04,11.2,17.6,6.89,0.07,0.15,7.21,0.32
202008050850,5430.36,157.451,200.456,13.8,21,6.92,0.09,0.17,7.24,0.32
202008050900,5437.792,183.473,224.427,14.2,21.6,6.94,0.1,0.18,7.29,0.35
202008050910,5444.445,190.721,231.933,14,21.6,6.95,0.1,0.17,7.33,0.38
202008050920,5451.564,199.977,240.883,11.8,20.8,6.97,0.11,0.18,7.37,0.4
202008050930,5458.328,207.805,255.121,9.2,20,6.99,0.11,0.19,7.42,0.43
202008050940,5464.58,167.298,271.123,7.8,19,7.02,0.13,0.2,7.46,0.44
202008050950,5471.572,129.921,287.372,5,18.8,7.05,0.13,0.22,7.51,0.46
202008051000,5478.698,207.64,391.113,3.6,17.8,7.08,0.14,0.24,7.56,0.48
202008051010,5491.761,355.816,546.537,2.4,16.4,7.12,0.17,0.27,7.62,0.5
202008051020,5555.389,356.404,556.381,2,13.8,7.15,0.18,0.29,7.66,0.51
202008051030,5615.779,358.178,565.983,1.6,10.8,7.18,0.19,0.3,7.73,0.55
202008051040,5648.053,365.046,532.344,1.8,9.6,7.21,0.19,0.32,7.81,0.6
202008051050,5662.293,373.545,503.466,1.4,6.4,7.24,0.19,0.32,7.88,0.64
202008051100,5678.675,322.069,529.709,1.2,4.8,7.29,0.21,0.35,7.96,0.67
202008051110,5699.566,463.526,819.342,0.8,3.2,7.33,0.21,0.38,8.02,0.69
202008051120,5722.687,542.401,898.805,0.6,2.6,7.37,0.22,0.4,8.11,0.74
202008051130,5745.7,559.845,918.023,0.6,2.2,7.42,0.24,0.43,8.2,0.78
202008051140,5855.693,581.479,946.525,0.2,2,7.46,0.25,0.44,8.28,0.82
202008051150,6018.109,643.439,1016.984,0,1.4,7.51,0.27,0.46,8.39,0.88
202008051200,6035.079,856.8,1178.869,0.4,1.6,7.56,0.27,0.48,8.48,0.92
202008051210,6057.744,842.039,1305.565,0.4,1.2,7.62,0.29,0.5,8.58,0.96
202008051220,6087.733,913.183,1455.584,0.4,1,7.66,0.29,0.51,8.67,1.01
202008051230,6119.245,1060.961,1620.806,0.4,1,7.73,0.31,0.55,8.81,1.08
202008051240,6177.762,1162.524,1744.003,0.4,0.6,7.81,0.35,0.6,8.89,1.08
202008051250,6481.635,1246.139,1889.578,0.4,0.4,7.88,0.37,0.64,8.99,1.11
202008051300,6577.48,1143.62,2000.42,0,0.4,7.96,0.4,0.67,9.11,1.15
202008051310,6617.589,1049.348,1891.387,0.2,0.6,8.02,0.4,0.69,9.22,1.2
202008051320,6669.212,1106.559,2019.742,0.2,0.6,8.11,0.45,0.74,9.33,1.22
202008051330,6762.684,1095.335,2156.296,0.6,1,8.2,0.47,0.78,9.43,1.23
202008051340,7034.562,1131.178,2293.702,1.8,2.2,8.28,0.47,0.82,9.53,1.25
202008051350,7323.674,1126.547,2372.686,2,2.4,8.39,0.51,0.88,9.65,1.26
202008051400,7490.663,1116.561,2260.181,2.4,2.4,8.48,0.52,0.92,9.73,1.25
202008051410,7678.55,1056.023,2105.371,2.2,2.4,8.58,0.56,0.96,9.85,1.27
202008051420,7831.736,1013.423,2119.982,2.4,2.6,8.67,0.56,1.01,9.94,1.27
202008051430,8008.823,1053.675,2149.01,2.4,3,8.81,0.61,1.08,10.03,1.22
202008051440,8178.182,1029.111,2160.289,1.2,3,8.89,0.61,1.08,10.12,1.23
202008051450,8373.022,1125.655,2252.202,1,3,8.99,0.6,1.11,10.21,1.22
202008051500,8597.222,1173.39,2289.951,0.6,3,9.11,0.63,1.15,10.29,1.18
202008051510,8773.885,1245.836,2301.859,0.6,2.8,9.22,0.64,1.2,10.4,1.18
202008051520,8962.914,1231.841,2245.264,0.4,2.8,9.33,0.66,1.22,10.46,1.13
202008051530,9135.37,1113.918,2167.593,0.2,2.6,9.43,0.62,1.23,10.56,1.13
202008051540,9294.743,914.505,1943.616,0.2,1.4,9.53,0.64,1.25,10.65,1.12
202008051550,9429.045,667.693,1793.348,0.2,1.2,9.65,0.66,1.26,10.75,1.1
202008051600,9610.645,631.388,1804.778,0.2,0.8,9.73,0.62,1.25,10.83,1.1
202008051610,9827.56,605.28,1851.116,0.2,0.8,9.85,0.63,1.27,10.89,1.04
202008051620,9992.025,908.407,2140.248,0.2,0.6,9.94,0.61,1.27,11,1.06
202008051630,10261.025,976.348,2090.266,0,0.2,10.03,0.6,1.22,11.06,1.03
202008051640,10468.133,1082.549,1997.054,0,0.2,10.12,0.59,1.23,11.15,1.03
202008051650,10674.881,1145.769,1813.462,0,0.2,10.21,0.56,1.22,11.21,1
202008051700,10842.486,1540.915,2172.303,0,0.2,10.29,0.56,1.18,11.31,1.02
202008051710,10941.478,1392.528,1997.808,0,0.2,10.4,0.55,1.18,11.35,0.95
202008051720,10906.53,846.039,1754.446,0,0.2,10.46,0.52,1.13,11.4,0.94
202008051730,10928.718,780.307,1756.655,0,0,10.56,0.53,1.13,11.48,0.92
202008051740,11099.521,827.924,1910.473,0,0,10.65,0.53,1.12,11.54,0.89
202008051750,11280.161,659.723,1805.492,0,0,10.75,0.54,1.1,11.58,0.83
202008051800,11750.893,10.138,1551.053,0,0,10.83,0.54,1.1,11.7,0.87
202008051810,11917.826,-4.495,1388.033,0,0,10.89,0.49,1.04,11.77,0.88
202008051820,11989.079,81.818,927.857,0,0,11,0.54,1.06,11.85,0.85
202008051830,12074.487,-56.901,723.406,0,0,11.06,0.5,1.03,11.9,0.84
202008051840,12640.436,-159.895,668.029,0,0,11.15,0.5,1.03,12.02,0.87
202008051850,12672.689,-48.8,610.923,0,0,11.21,0.46,1,12.06,0.85
202008051900,12596.932,138.829,148.967,1.6,1.6,11.31,0.48,1.02,12.11,0.8
202008051910,12698.133,835.91,831.415,2.8,2.8,11.35,0.46,0.95,12.21,0.86
202008051920,12817.003,1523.365,1605.183,4.8,4.8,11.4,0.4,0.94,12.27,0.87
202008051930,12734.21,2346.042,2289.141,5.2,5.2,11.48,0.42,0.92,12.37,0.89
202008051940,12650.574,2263.071,2103.176,5.4,5.4,11.54,0.39,0.89,12.38,0.84
202008051950,12668.194,1985.421,1936.621,5.4,5.4,11.58,0.37,0.83,12.47,0.89
202008052000,12678.75,1774.21,1913.039,3.8,5.4,11.7,0.39,0.87,12.51,0.81
202008052010,12641.232,986.248,1822.158,2.6,5.4,11.77,0.42,0.88,12.59,0.82
202008052020,12657.108,531.713,2055.078,1.2,6,11.85,0.45,0.85,12.64,0.79
202008052030,12685.41,-132.865,2213.177,1.2,6.4,11.9,0.42,0.84,12.69,0.79
202008052040,12789.403,-39.917,2223.154,2.2,7.6,12.02,0.48,0.87,12.74,0.72
202008052050,13504.104,219.238,2204.659,4.6,10,12.06,0.48,0.85,12.81,0.75
202008052100,14202.115,526.64,2300.85,6.8,10.6,12.11,0.41,0.8,12.82,0.71
202008052110,14987.274,617.192,1603.44,7.2,9.8,12.21,0.44,0.86,12.89,0.68
202008052120,14920.179,376.383,908.096,6.6,7.8,12.27,0.42,0.87,12.93,0.66
202008052130,14670.831,258.326,125.461,6.2,7.4,12.37,0.47,0.89,12.97,0.6
202008052140,14563.613,277.273,237.356,5.2,7.4,12.38,0.36,0.84,13.01,0.63
202008052150,14490.352,342.55,561.788,2.8,7.4,12.47,0.41,0.89,13.08,0.61
202008052200,14733.828,338.541,865.181,0.6,7.4,12.51,0.4,0.81,13.12,0.61
202008052210,14854.409,516.615,1133.807,0.2,7.4,12.59,0.38,0.82,13.15,0.56
202008052220,14880.262,570.367,946.75,0.2,6.8,12.64,0.37,0.79,13.21,0.57
202008052230,14890.069,572.82,831.146,0.2,6.4,12.69,0.32,0.79,13.23,0.54
202008052240,15090.253,539.827,817.1,0,5.2,12.74,0.36,0.72,13.28,0.54
202008052250,15107.544,474.047,816.597,0,2.8,12.81,0.34,0.75,13.31,0.5
202008052300,15110.211,279.441,617.982,0,0.6,12.82,0.31,0.71,13.33,0.51
202008052310,15112.735,85.612,602.227,0,0.2,12.89,0.3,0.68,13.38,0.49
202008052320,15157.535,24.5,594.867,0,0.2,12.93,0.29,0.66,13.41,0.48
202008052330,15232.619,16.965,589.785,0,0.2,12.97,0.28,0.6,13.42,0.45
202008052340,15428.794,6.365,546.192,0.2,0.2,13.01,0.27,0.63,13.44,0.43
202008052350,15624.159,-12.485,461.562,0.4,0.4,13.08,0.27,0.61,13.47,0.39
202008052400,15680.578,-36.673,242.768,0.6,0.6,13.12,0.3,0.61,13.48,0.36
202008060010,15685.555,-60.786,24.826,0.8,0.8,13.15,0.26,0.56,13.52,0.37
202008060020,15697.362,-89.62,-65.12,1.6,1.6,13.21,0.28,0.57,13.53,0.32
202008060030,15706.666,-246.993,-230.028,2.6,2.6,13.23,0.26,0.54,13.52,0.29
202008060040,15708.235,-282.377,-276.012,3,3.2,13.28,0.27,0.54,13.54,0.26
202008060050,15709.771,-360.972,-373.457,4.4,4.8,13.31,0.23,0.5,13.52,0.21
202008060100,15705.078,-359.8,-396.473,5.2,5.8,13.33,0.21,0.51,13.54,0.21
202008060110,15702.52,-464.354,-525.14,5.6,6.4,13.38,0.23,0.49,13.5,0.12
202008060120,15703.727,-547.144,-636.764,5.8,7.4,13.41,0.2,0.48,13.54,0.13
202008060130,15694.181,-409.819,-656.812,6,8.6,13.42,0.19,0.45,13.52,0.1
202008060140,15671.562,-399.257,-681.634,6.2,9.2,13.44,0.16,0.43,13.49,0.05
202008060150,15648.985,-542.539,-903.511,5.4,9.8,13.47,0.16,0.39,13.49,0.02
202008060200,15615.458,-753.215,-1113.015,5.2,10.4,13.48,0.15,0.36,13.47,-0.01
202008060210,15455.527,-630.622,-1094.976,5.4,11,13.52,0.14,0.37,13.48,-0.04
202008060220,15421.35,-625.278,-1172.422,6.2,12,13.53,0.12,0.32,13.47,-0.06
202008060230,15333.209,-816.419,-1226.238,6.2,12.2,13.52,0.1,0.29,13.46,-0.06
202008060240,15311.762,-1037.705,-1436.962,7,13.2,13.54,0.1,0.26,13.43,-0.11
202008060250,15184.631,-798.075,-1340.614,8.4,13.8,13.52,0.05,0.21,13.41,-0.11
202008060300,15068.314,-557.5,-1310.715,8.6,13.8,13.54,0.06,0.21,13.41,-0.13
202008060310,15045.708,-593.473,-1224.095,9,14.4,13.5,-0.02,0.12,13.39,-0.11
202008060320,15022.093,-586.028,-1211.306,8.2,14.4,13.54,0.01,0.13,13.38,-0.16
202008060330,14790.67,-373.88,-1190.299,7.6,13.8,13.52,0,0.1,13.35,-0.17
202008060340,14558.547,-448.286,-1485.991,6.6,13.6,13.49,-0.05,0.05,13.34,-0.15
202008060350,14554.009,-507.06,-1305.135,5.4,13.8,13.49,-0.03,0.02,13.32,-0.17
202008060400,14443.036,-745.563,-1303.063,5.2,13.8,13.47,-0.07,-0.01,13.33,-0.14
202008060410,14229.289,-912.694,-1506.167,5.2,14.2,13.48,-0.02,-0.04,13.34,-0.14
202008060420,13984.388,-786.8,-1372.828,5.8,14,13.47,-0.07,-0.06,13.31,-0.16
202008060430,13992.595,-771.412,-1145.292,6.6,14.2,13.46,-0.06,-0.06,13.32,-0.14
202008060440,14001.047,-447.29,-895.576,8.8,15.4,13.43,-0.06,-0.11,13.33,-0.1
202008060450,13960.536,-453.585,-960.645,10,15.4,13.41,-0.08,-0.11,13.32,-0.09
202008060500,13857.008,-316.748,-1062.311,11,16.2,13.41,-0.06,-0.13,13.32,-0.09
202008060510,13855.409,-107.552,-1020.246,12,17.2,13.39,-0.09,-0.11,13.33,-0.06
202008060520,13536.102,66.273,-720.527,11.6,17.4,13.38,-0.09,-0.16,13.36,-0.02
202008060530,13485.535,146.541,-624.871,11.4,18,13.35,-0.11,-0.17,13.31,-0.04
202008060540,13255.484,113.429,-333.861,10,18.8,13.34,-0.09,-0.15,13.34,0
202008060550,13047.842,142.894,-310.691,9,19,13.32,-0.09,-0.17,13.31,-0.01
202008060600,13070.208,205.009,-111.739,8,19,13.33,-0.08,-0.14,13.34,0.01
202008060610,13083.997,170.879,63.327,6.4,18.4,13.34,-0.05,-0.14,13.36,0.02
202008060620,13088.812,-56.796,9.477,5.6,17.2,13.31,-0.07,-0.16,13.35,0.04
202008060630,13031.95,-51.985,94.556,5,16.4,13.32,-0.03,-0.14,13.33,0.01
202008060640,12938.736,-54.901,58.528,5.2,15.2,13.33,-0.01,-0.1,13.34,0.01
202008060650,12940.29,-237.877,-94.983,5,14,13.32,0,-0.09,13.34,0.02
202008060700,13136.481,-243.07,-38.061,4.6,12.6,13.32,-0.01,-0.09,13.36,0.04
202008060710,13230.538,-251.954,-81.075,4,10.4,13.33,-0.01,-0.06,13.34,0.01
202008060720,13202.241,-261.63,-318.426,3.6,9.2,13.36,0.05,-0.02,13.34,-0.02
202008060730,13174.844,-403.525,-455.51,3,8,13.31,-0.01,-0.04,13.36,0.05
202008060740,13143.745,-418.585,-473.486,1.4,6.6,13.34,0.01,0,13.35,0.01
202008060750,13111.169,-245.488,-483.365,0.4,5.4,13.31,-0.01,-0.01,13.32,0.01
202008060800,13079.685,-251.795,-494.865,0,4.6,13.34,0.02,0.01,13.37,0.03
202008060810,13178.553,-251.31,-503.264,0,4,13.36,0.03,0.02,13.35,-0.01
202008060820,13147.34,-253.699,-515.329,0,3.6,13.35,-0.01,0.04,13.34,-0.01
202008060830,12936.967,-254.693,-658.218,0,3,13.33,0.02,0.01,13.37,0.04
202008060840,12900.675,-241.37,-659.955,0,1.4,13.34,0,0.01,13.34,0
202008060850,12859.215,-247.539,-493.027,0,0.4,13.34,0.03,0.02,13.32,-0.02
202008060900,12818.055,-245.553,-497.348,0.2,0.2,13.36,0.02,0.04,13.28,-0.08
202008060910,12775.028,-238.475,-489.785,0.2,0.2,13.34,-0.02,0.01,13.26,-0.08
202008060920,12728.755,-230.266,-483.965,0.4,0.4,13.34,-0.01,-0.02,13.26,-0.08
202008060930,12691.479,-219.637,-474.33,0.4,0.4,13.36,0.03,0.05,13.25,-0.11
202008060940,12648.88,-224.032,-465.402,0.4,0.4,13.35,0.01,0.01,13.23,-0.12
202008060950,12607.905,-241.475,-489.014,0.4,0.4,13.32,-0.02,0.01,13.22,-0.1
202008061000,12564.356,-824.086,-1069.639,0.2,0.4,13.37,0.01,0.03,13.18,-0.19
202008061010,12520.335,-652.808,-891.283,0.2,0.4,13.35,0.01,-0.01,13.12,-0.23
202008061020,12487.385,-607.739,-838.005,0,0.4,13.34,0,-0.01,13.14,-0.2
202008061030,12443.94,-584.523,-804.16,0,0.4,13.37,0.01,0.04,13.12,-0.25
202008061040,12403.327,-513.777,-737.809,0,0.4,13.34,-0.01,0,13.11,-0.23
202008061050,12369.43,-370.051,-611.526,0,0.4,13.32,0,-0.02,13.07,-0.25
202008061100,12334.09,232.092,-591.994,0,0.2,13.28,-0.09,-0.08,13.04,-0.24
202008061110,12300.698,69.346,-583.462,0,0.2,13.26,-0.09,-0.08,13.03,-0.23
202008061120,12263.353,34.642,-573.097,0,0,13.26,-0.08,-0.08,13,-0.26
202008061130,12202.465,26.01,-558.513,0,0,13.25,-0.12,-0.11,12.93,-0.32
202008061140,11579.241,-33.068,-546.845,0,0,13.23,-0.11,-0.12,12.94,-0.29
202008061150,11716.622,-144.205,-514.256,0,0,13.22,-0.1,-0.1,12.88,-0.34
202008061200,11726.351,-152.067,80.025,0,0,13.18,-0.1,-0.19,12.88,-0.3
202008061210,11716.175,-155.501,-86.155,0,0,13.12,-0.14,-0.23,12.85,-0.27
202008061220,11749.576,-157.237,-122.595,0,0,13.14,-0.12,-0.2,12.78,-0.36
202008061230,11832.414,-167.078,-141.068,0,0,13.12,-0.13,-0.25,12.75,-0.37
202008061240,11811.333,-175.551,-208.619,0,0,13.11,-0.12,-0.23,12.72,-0.39
202008061250,11785.968,-173.967,-318.172,0,0,13.07,-0.15,-0.25,12.67,-0.4
202008061300,11760.993,-176.907,-328.974,0,0,13.04,-0.14,-0.24,12.65,-0.39
202008061310,11742.185,-183.617,-339.118,0,0,13.03,-0.09,-0.23,12.62,-0.41
202008061320,11716.508,-191.274,-348.511,0,0,13,-0.14,-0.26,12.58,-0.42
202008061330,11688.209,-198.745,-365.823,0,0,12.93,-0.19,-0.32,12.54,-0.39
202008061340,11659.266,-200.977,-376.528,0,0,12.94,-0.17,-0.29,12.51,-0.43
202008061350,11630.467,-205.585,-379.552,0,0,12.88,-0.19,-0.34,12.47,-0.41
202008061400,11603.756,-211.285,-388.192,0,0,12.88,-0.16,-0.3,12.42,-0.46
202008061410,11575.107,-209.345,-392.962,0,0,12.85,-0.18,-0.27,12.39,-0.46
202008061420,11540.957,-212.761,-404.035,0,0,12.78,-0.22,-0.36,12.35,-0.43
202008061430,11514.242,-217.435,-416.18,0,0,12.75,-0.18,-0.37,12.34,-0.41
202008061440,11482.359,-215.479,-416.456,0.2,0.2,12.72,-0.22,-0.39,12.25,-0.47
202008061450,11446.85,-227.615,-433.2,0.2,0.2,12.67,-0.21,-0.4,12.23,-0.44
202008061500,11412.482,-230.179,-441.464,0.2,0.2,12.65,-0.23,-0.39,12.19,-0.46
202008061510,11376.362,-226.436,-435.781,0.4,0.4,12.62,-0.23,-0.41,12.15,-0.47
202008061520,11339.98,-230.971,-443.732,0.4,0.4,12.58,-0.2,-0.42,12.09,-0.49
202008061530,11308.657,-234.42,-451.855,0.4,0.4,12.54,-0.21,-0.39,12.06,-0.48
202008061540,11271.074,-242.225,-457.704,0.2,0.4,12.51,-0.21,-0.43,12.01,-0.5
202008061550,11237.505,-237.683,-465.298,0.2,0.4,12.47,-0.2,-0.41,11.9,-0.57
202008061600,11199.721,-235.463,-465.642,0.2,0.4,12.42,-0.23,-0.46,11.96,-0.46
202008061610,11158.927,-247.029,-473.465,0,0.4,12.39,-0.23,-0.46,11.89,-0.5
202008061620,11124.501,-244.229,-475.2,0,0.4,12.35,-0.23,-0.43,11.87,-0.48
202008061630,11081.042,-243.506,-477.926,0,0.4,12.34,-0.2,-0.41,11.81,-0.53
202008061640,11040.895,-238.862,-481.087,0,0.2,12.25,-0.26,-0.47,11.77,-0.48
202008061650,11011.069,-240.364,-478.047,0,0.2,12.23,-0.24,-0.44,11.74,-0.49
202008061700,10968.75,-244.177,-479.64,0,0.2,12.19,-0.23,-0.46,11.71,-0.48
202008061710,10924.507,-246.58,-493.609,0,0,12.15,-0.24,-0.47,11.64,-0.51
202008061720,10882.276,-245.034,-489.263,0,0,12.09,-0.26,-0.49,11.61,-0.48
202008061730,10843.359,-243.4,-486.906,0,0,12.06,-0.28,-0.48,11.56,-0.5
202008061740,10805.432,-250.085,-488.947,0,0,12.01,-0.24,-0.5,11.52,-0.49
202008061750,10764.04,-247.348,-487.712,0,0,11.9,-0.33,-0.57,11.48,-0.42
202008061800,10724.521,-254.94,-499.117,0,0,11.96,-0.23,-0.46,11.44,-0.52
202008061810,10681.001,-255.771,-502.351,0,0,11.89,-0.26,-0.5,11.38,-0.51
202008061820,10643.414,-259.244,-504.278,0,0,11.87,-0.22,-0.48,11.35,-0.52
202008061830,10602.995,-259.464,-502.864,0,0,11.81,-0.25,-0.53,11.31,-0.5
202008061840,10561.255,-261.972,-512.057,0,0,11.77,-0.24,-0.48,11.25,-0.52
202008061850,10517.46,-268.479,-515.827,0,0,11.74,-0.16,-0.49,11.24,-0.5
202008061900,10479.487,-266.27,-521.21,0,0,11.71,-0.25,-0.48,11.19,-0.52
202008061910,10437.601,-239.61,-495.381,0,0,11.64,-0.25,-0.51,11.15,-0.49
202008061920,10393.329,-234.053,-493.297,0,0,11.61,-0.26,-0.48,11.1,-0.51
202008061930,10355.647,-243.928,-503.392,0,0,11.56,-0.25,-0.5,11.06,-0.5
202008061940,10306.315,-244.055,-506.027,0,0,11.52,-0.25,-0.49,11.03,-0.49
202008061950,10261.689,-250.992,-519.471,0,0,11.48,-0.26,-0.42,10.97,-0.51
202008062000,10220.243,-254.252,-520.522,0,0,11.44,-0.27,-0.52,10.95,-0.49
202008062010,10178.137,-293.564,-533.174,0,0,11.38,-0.26,-0.51,10.9,-0.48
202008062020,10131.357,-312.065,-546.118,0,0,11.35,-0.26,-0.52,10.86,-0.49
202008062030,10087.168,-303.349,-547.277,0,0,11.31,-0.25,-0.5,10.83,-0.48
202008062040,10040.045,-302.151,-546.206,0,0,11.25,-0.27,-0.52,10.76,-0.49
202008062050,10022.079,-303.253,-554.245,0,0,11.24,-0.24,-0.5,10.73,-0.51
202008062100,9986.19,-314.043,-568.295,0,0,11.19,-0.25,-0.52,10.68,-0.51
202008062110,9934.209,-312.767,-606.331,0,0,11.15,-0.23,-0.49,10.66,-0.49
202008062120,9887.302,-312.886,-624.951,0,0,11.1,-0.25,-0.51,10.63,-0.47
202008062130,9836.176,-330.811,-634.16,0,0,11.06,-0.25,-0.5,10.58,-0.48
202008062140,9785.793,-343.661,-645.812,0,0,11.03,-0.22,-0.49,10.53,-0.5
202008062150,9728.515,-358.939,-662.192,0,0,10.97,-0.27,-0.51,10.51,-0.46
202008062200,9674.125,-360.011,-674.054,0,0,10.95,-0.24,-0.49,10.45,-0.5
202008062210,9630.86,-352.25,-665.017,0,0,10.9,-0.25,-0.48,10.41,-0.49
202008062220,9585.151,-361.876,-674.762,0,0,10.86,-0.24,-0.49,10.36,-0.5
202008062230,9532.923,-366.805,-697.616,0,0,10.83,-0.23,-0.48,10.34,-0.49
202008062240,9471.75,-376.411,-720.072,0,0,10.76,-0.27,-0.49,10.27,-0.49
202008062250,9415.748,-382.44,-741.379,0,0,10.73,-0.24,-0.51,10.2,-0.53
202008062300,9361.239,-395.49,-755.501,0,0,10.68,-0.27,-0.51,10.21,-0.47
202008062310,9300.049,-417.538,-769.788,0,0,10.66,-0.24,-0.49,10.17,-0.49
202008062320,9241.49,-433.215,-795.091,0,0,10.63,-0.23,-0.47,10.12,-0.51
202008062330,9173.984,-440.997,-807.802,0,0,10.58,-0.25,-0.48,10.07,-0.51
202008062340,9111.739,-457.708,-834.119,0,0,10.53,-0.23,-0.5,10.04,-0.49
202008062350,9063.498,-469.193,-851.633,0,0,10.51,-0.22,-0.46,9.99,-0.52
202008062400,8999.363,-492.543,-888.033,0,0,10.45,-0.23,-0.5,9.95,-0.5
202008070010,8933.244,-517.178,-934.716,0,0,10.41,-0.25,-0.49,9.9,-0.51
202008070020,8865.079,-549.453,-982.668,0,0,10.36,-0.27,-0.5,9.85,-0.51
202008070030,8791.544,-597.737,-1038.734,0,0,10.34,-0.24,-0.49,9.81,-0.53
202008070040,8716.249,-631.281,-1088.989,0,0,10.27,-0.26,-0.49,9.76,-0.51
202008070050,8645.96,-638.246,-1107.439,0,0,10.2,-0.31,-0.53,9.7,-0.5
202008070100,8566.148,-622.308,-1114.851,0,0,10.21,-0.24,-0.47,9.66,-0.55
202008070110,8492.247,-607.363,-1124.541,0,0,10.17,-0.24,-0.49,9.6,-0.57
202008070120,8407.371,-559.879,-1109.332,0,0,10.12,-0.24,-0.51,9.56,-0.56
202008070130,8322.351,-473.672,-1071.409,0,0,10.07,-0.27,-0.51,9.5,-0.57
202008070140,8223.706,-416.085,-1047.366,0,0,10.04,-0.23,-0.49,9.44,-0.6
202008070150,8128.782,-389.605,-1027.851,0,0,9.99,-0.21,-0.52,9.39,-0.6
202008070200,8016.695,-376.637,-998.945,0,0,9.95,-0.26,-0.5,9.35,-0.6
202008070210,7894.51,-369.24,-976.603,0,0,9.9,-0.27,-0.51,9.28,-0.62
202008070220,7776.09,-363.926,-923.805,0,0,9.85,-0.27,-0.51,9.23,-0.62
202008070230,7684.105,-396.242,-869.914,0,0,9.81,-0.26,-0.53,9.18,-0.63
202008070240,7601.398,-399.94,-816.025,0,0,9.76,-0.28,-0.51,9.14,-0.62
202008070250,7521.419,-396.281,-785.886,0,0,9.7,-0.29,-0.5,9.09,-0.61
202008070300,7456.816,-385.021,-761.658,0,0,9.66,-0.29,-0.55,9.04,-0.62
202008070310,7420.838,-370.206,-739.446,0,0,9.6,-0.3,-0.57,8.99,-0.61
202008070320,7360.005,-367.911,-731.837,0,0,9.56,-0.29,-0.56,8.9,-0.66
202008070330,7294.5,-363.401,-759.643,0,0,9.5,-0.31,-0.57,8.89,-0.61
202008070340,7224.761,-379.125,-779.065,0,0,9.44,-0.32,-0.6,8.82,-0.62
202008070350,7152.179,-398.287,-794.568,0,0,9.39,-0.31,-0.6,8.78,-0.61
202008070400,7092.89,-407.288,-792.309,0,0,9.35,-0.31,-0.6,8.75,-0.6
202008070410,7024.596,-422.011,-792.217,0,0,9.28,-0.32,-0.62,8.68,-0.6
202008070420,6960.065,-402.354,-770.265,0,0,9.23,-0.33,-0.62,8.6,-0.63
202008070430,6898.219,-371.816,-735.217,0,0,9.18,-0.32,-0.63,8.6,-0.58
202008070440,6839.74,-345.822,-724.947,0,0,9.14,-0.3,-0.62,8.53,-0.61
202008070450,6781.973,-324.959,-723.246,0,0,9.09,-0.3,-0.61,8.49,-0.6
202008070500,6724.979,-313.686,-720.974,0,0,9.04,-0.31,-0.62,8.45,-0.59
202008070510,6661.195,-287.533,-709.544,0,0,8.99,-0.29,-0.61,8.4,-0.59
202008070520,6580.94,-297.989,-700.343,0,0,8.9,-0.33,-0.66,8.35,-0.55
202008070530,6499.932,-294.271,-666.087,0,0,8.89,-0.29,-0.61,8.3,-0.59
202008070540,6432.452,-296.519,-642.341,0,0,8.82,-0.32,-0.62,8.27,-0.55
202008070550,6359.962,-273.602,-598.561,0,0,8.78,-0.31,-0.61,8.22,-0.56
202008070600,6322.625,-253.629,-567.315,0,0,8.75,-0.29,-0.6,8.18,-0.57
202008070610,6289.379,-257.845,-545.378,0,0,8.68,-0.31,-0.6,8.13,-0.55
202008070620,6235.118,-249.275,-547.264,0.2,0.2,8.6,-0.3,-0.63,8.1,-0.5
202008070630,6174.973,-256.923,-551.194,0.2,0.2,8.6,-0.29,-0.58,8.06,-0.54
202008070640,6118.766,-243.034,-539.553,0.2,0.2,8.53,-0.29,-0.61,8,-0.53
